Name,URL,Location,Date Begin,Date End,Description
COLING 2018,http://coling2018.org,"Santa Fe, USA",20 August 2018,25 August 2018,"The 27th International Conference on Computational Linguistics (COLING 2018) will take place in Santa Fe, New-Mexico, USA. COLING 2018 will be held at the Santa Fe Community Convention Center from August 20th through 25th 2018."
"Artificial Intelligence, Robotics & IoT",https://artificialintelligence-iot.enggconferences.com,"Paris, France",21 August 2018,22 August 2018,Theme: AI -The Real Race For Future
PyImageConf 2018,https://www.pyimagesearch.com/2018/01/08/pyimageconf-2018-practical-hands-computer-vision-deep-learning-conference/,"San Francisco, USA",26 August 2018,28 August 2018,"The practical, hands-on computer vision and deep learning conference"
Disney Data & Analytics Conference 2018,https://disneydataconference.com/,"Orlando, USA",28 August 2018,29 August 2018,"The Disney Data & Analytics Conference 2018 will bring together over 1,300 executives, managers, and analysts representing over 200 companies and universities, plus all segments of The Walt Disney Company, including Parks & Resorts, Media Networks, Studio Entertainment, and Consumer Products & Interactive Media. Attendees represent an array of analytic disciplines including Revenue Management, Pricing, Forecasting, Marketing Analytics, CRM, Research, Technology, Data Management, and Decision Science."
"Computer Science, Machine Learning and Big Data Analytics",http://computer-science.enggconferences.com,"Dubai, UAE",30 August 2018,31 August 2018,Theme: Discovering the solutions in bigdata and machine learning techniques which gives you 360-degree insight in to your business
Predictive Analytics World Government,https://www.predictiveanalyticsworld.com/gov/2018/,"Washington, USA",September.2018,September.2018,Predictive Analytics World for Government (PAWGOV) is a practically-focused conference that highlights case studies of how government agencies are currently using data analytics to solve real world problems.
Interspeech 2018,http://interspeech2018.org,"Hyderabad, India",2 September 2018,6 September 2018,"Interspeech is the world’s largest and most comprehensive conference on the science and technology of spoken language processing. Interspeech conferences emphasize interdisciplinary approaches addressing all aspects of speech science and technology, ranging from basic theories to advanced applications including computational modeling and technology development inspired by recent advances in artiﬁcial intelligence (AI) and machine learning (ML). Speech processing is undeniably at the heart of AI, in particular multimodal AI, and ML. In fact, advanced ML tools were ﬁrst conceived and successfully deployed towards building speech based applications. Recent rapid strides and advances in AI and ML have provided a further impetus and accelerated speech based system development and deployment."
Big Data & Analytics Innovation Summit,https://theinnovationenterprise.com/summits/big-data-analytics-innovation-summit-sydney-2018,"Sydney, Australia",3 September 2018,4 September 2018,Learn from industry leaders in a fast-growing analytics community as we hear innovative case studies from the most senior-level and ground-breaking executives in analytics & data science.
Flink Forward Berlin,https://flink-forward.org/,"Berlin, Germany",3 September 2018,5 September 2018,
BMVC 2018,http://bmvc2018.org,"Newcastle upon Tyne, UK",3 September 2018,6 September 2018,"The British Machine Vision Conference (BMVC) is the British Machine Vision Association (BMVA) annual conference on machine vision, image processing, and pattern recognition. It is one of the major international conferences on computer vision and related areas held in the UK. As its increasing popularity and quality, it has established as a prestigious event on the vision calendar."
Artificial Intelligence Conference San Francisco,https://conferences.oreilly.com/artificial-intelligence/#sf,"San Francisco, USA",4 September 2018,7 September 2018,"Presented by O’Reilly and Intel AI, the Artificial Intelligence Conference brings together technology and business to explore opportunities in applied AI. Learn about the latest in machine and deep learning—from bots and agents to voice and IoT interfaces—and how to implement AI in real-world projects."
Big Data & Analytics Innovation Summit Shanghai,https://theinnovationenterprise.com/summits/big-data-analytics-innovation-summit-shanghai-2018,"Shanghai, China",5 September 2018,6 September 2018,Embed Data to Exploit Business Potential
Big Data & Analytics Innovation Summit Sydney,https://theinnovationenterprise.com/summits/big-data-analytics-innovation-summit-sydney-2018,"Sydney, Australia",5 September 2018,6 September 2018,Maximize the Potential of Your Big Data Initiatives
IntelliSys 2018,http://saiconference.com/IntelliSys,"London, UK",6 September 2018,7 September 2018,"Intelligent Systems Conference (IntelliSys) 2018 will focus on areas of intelligent systems and artificial intelligence (AI) and how it applies to the real world. IntelliSys is one of the best respected Artificial Intelligence (AI) Conference. The goal of the conference is to be a premier venue for researchers and industry practitioners to share new ideas, research results and development experiences in various fields. It is one of the best respected conferences in the area of computer science."
Deep Learning in Finance Summit New York,https://www.re-work.co/events/deep-learning-in-finance-summit-new-york-2018,"New York, USA",6 September 2018,7 September 2018,"Discover advances in deep learning tools and techniques from the world's leading innovators across industry, research and the financial sector."
ECCV 2018,https://eccv2018.org,"Munich, Germany",8 September 2018,14 September 2018,European conference on computer vision
International Symposium Advances in Artificial Intelligence and Applications (AAIA) 2018,https://fedcsis.org/2018/aaia,"Poznan, Poland",9 September 2018,12 September 2018,AAIA'18 brings together scientists and practitioners to discuss their latest results and ideas in all areas of Artificial Intelligence. We hope that successful applications presented at AAIA'18 will be of interest to researchers who want to know about both theoretical advances and latest applied developments in AI.
Robots and Deep Learning,https://robotics.conferenceseries.com,Singapore,10 September 2018,11 September 2018,Theme: A Review on Ethical and Social Implications of Robots
The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database,http://www.ecmlpkdd2018.org,"Dublin, Ireland",10 September 2018,14 September 2018,This event is the premier European machine learning and data mining conference and builds upon over 16 years of successful events and conferences held across Europe.
Big Data Innovation Summit Boston,https://theinnovationenterprise.com/summits/big-data-innovation-summit-boston-2018,"Boston, USA",11 September 2018,12 September 2018,"The sixth annual Big Data Innovation Summit will bring together over 40+ industry speakers, 200+ world-leading organizations and data pioneers from a variety of US (and global) industries. This exclusive event will provide you with the opportunity to share and develop new strategies, tools and solutions to drive ROI for your data initiatives."
Data Visualization Summit Boston,https://theinnovationenterprise.com/summits/data-visualization-summit-boston-2018,"Boston, USA",11 September 2018,12 September 2018,"Data Viz 2017 is a two-day event focused exclusively around data design and analysis. Bringing together over 200 data enthusiasts who are rethinking how we interact with data, this is the place to improve your data literacy and connect with the best."
Strata data conf,https://conferences.oreilly.com/strata#ny ,"New York, USA",11 September 2018,14 September 2018,
Digital Marketing Innovation Summit San Francisco,https://theinnovationenterprise.com/summits/digital-marketing-innovation-summit-san-francisco-2018,"San Francisco, USA",12 September 2018,13 September 2018,Introducing the world’s most dynamic and senior executives operating in the areas of digital marketing. Learn from industry leaders and exchange ideas. Innovate your Digital Marketing and watch all presentation videos post-summit.
International Conference on Human-Robot Interaction (ICHRI) 2018,https://www.waset.org/conference/2018/09/rome/ICHRI,"Rome, Italy",17 September 2018,18 September 2018,"The ICHRI 2018: 20th International Conference on Human-Robot Interaction aims to bring together leading academic scientists, researchers and research scholars to exchange and share their experiences and research results on all aspects of Human-Robot Interaction. It also provides a premier interdisciplinary platform for researchers, practitioners and educators to present and discuss the most recent innovations, trends, and concerns as well as practical challenges encountered and solutions adopted in the fields of Human-Robot Interaction."
Artificial Intelligence Innovation Summit,http://exlevents.com/artificial-intelligence/,"San Francisco, USA",17 September 2018,18 September 2018,"At the 2nd Artificial Intelligence Innovation Summit, the expert-speaking faculty will provide insights into the ethical standards of artificial intelligence in life sciences; explore the endless possibilities of AI, along with the realistic steps to achieve successful AI execution; define the regulatory boundaries and limitations; review the necessary metrics to measure the success and efficacy of the AI system; and examine case studies of industry vertical use. Attendees will walk away with a greater understanding of the capabilities of artificial intelligence and how to implement the platforms in their own organization."
IJCCI 2018,http://www.ijcci.org,"Seville, Spain",18 September 2018,20 September 2018,"The purpose of the International Joint Conference on Computational Intelligence – IJCCI - is to bring together researchers, engineers and practitioners interested on the field of Computational Intelligence both from theoretical and application perspectives. Four simultaneous tracks will be held covering different aspects of Computational Intelligence, including evolutionary computation, fuzzy computation, neural computation and cognitive and hybrid systems. The connection of these areas in all their wide range of approaches and applications forms the International Joint Conference on Computational Intelligence."
International Joint Conference on Knowledge Discovery and Information Retrieval (KDIR 2018),http://www.kdir.ic3k.org/,"Seville, Spain",18 September 2018,20 September 2018,"Knowledge Discovery is an interdisciplinary area focusing upon methodologies for identifying valid, novel, potentially useful and meaningful patterns from data, often based on underlying large data sets. A major aspect of Knowledge Discovery is data mining, i.e. applying data analysis and discovery algorithms that produce a particular enumeration of patterns (or models) over the data."
The AI Summit San Francisco,https://theaisummit.com/sanfrancisco/,"San Francisco, USA",18 September 2018,20 September 2018,The AI Summit is the world’s first and largest conference & exhibition to decipher the practical implications of AI for corporate organisations. We showcase the ground-breaking solutions that are transforming business productivity today and will transform organisations in the future.
CHIRA 2018,http://www.chira.scitevents.org,"Seville, Spain",19 September 2018,21 September 2018,"The purpose of the International Conference on Computer-Human Interaction Research and Applications (CHIRA) is to bring together professionals, academics and students who are interested in the advancement of research and practical applications of human-technology & human-computer interaction. Five parallel tracks will be held, covering different aspects of Computer-Human Interaction, including Interaction Design, Human Factors, Entertainment, Cognition, Perception, User-Friendly Software and Systems, Pervasive Technologies and Interactive Devices. Papers describing original work on advanced methods, prototypes, systems, tools and techniques as well as general survey papers indicating future directions are encouraged. Accepted papers will be presented at the conference by one of the authors and published in the Proceedings of CHIRA, which will be placed on at least one Digital Library and sent for indexation by the major international indexes."
Data science conf,https://www.thedatascienceconference.com,"Chicago, USA",20 September 2018,21 September 2018,"This conference is for business analytics professionals working in data science, big data, data mining, machine learning, artificial intelligence, or predictive modeling who want to attend an event without being prospected by other attendees. Our unique core philosophy is simply to provide a vendor-free, sponsor-free, and recruiter-free conference for professional data scientists."
Deep Learning Summit London,https://www.re-work.co/events/deep-learning-summit-london-2018,"London, UK",20 September 2018,21 September 2018,"The smart artificial intelligence revolution. Explore software that can recognize patterns in digital representations of sounds, images, & data."
Deep Learning in Healthcare Summit London,https://www.re-work.co/events/deep-learning-in-healthcare-summit-london-2018,"London, UK",20 September 2018,21 September 2018,"Discover the deep learning tools & techniques set to revolutionise healthcare applications, medicine & diagnostics."
AutoAI,http://auto-ai.eu/en/,"Berlin, Germany",23 September 2018,25 September 2018,"The Auto.AI is Europe’s first platform bringing together all stakeholders who play an active role in the deep driving, imaging, computer vision, sensor fusion and perception and Level 4 automation scene. The Auto.AI provides you with precise insights into new technical innovations and challenges in integrating latest technologies, needed to deep dive into Level 4 automation."
DataEngConf,https://www.dataengconf.com/,"Barcelona, Spain",25 September 2018,26 September 2018,"DataEngConf is the first technical conference that bridges the gap between data engineering and data science hosted by Hakka Labs - a community for software engineers, data scientists and data analysts centered around open source data technologies. Our events, content, and training programs are designed to give engineers the knowledge and insights to build scalable, analytical systems to handle ever-increasing amounts of data."
Social Informatics 2018,https://socinfo2018.hse.ru/,"Saint Petersburg, Russia",25 September 2018,28 September 2018,"SocInfo is an interdisciplinary venue for researchers from Computer Science, Informatics, Social Sciences and Management Sciences to share ideas and opinions, and present original research work on studying the interplay between socially-centric platforms and social phenomena. The ultimate goal of Social Informatics is to create better understanding of socially-centric platforms not just as a technology, but also as a set of social phenomena."
ARSO 2018,http://www.arso2018.eu,"Genoa, Italy",27 September 2018,29 September 2018,"IEEE International Workshop on Advanced Robotics and its Social Impacts (ARSO). ARSO is a single track workshop to discuss advanced robotics R&D and its implications to economic and social systems, ARSO 2018 will focus in particular on the impact of AI and AI empowered autonomous systems. Participants will be world class robotic research scientists, investors and economists, as well as representatives of industry and government. ARSO’s topics range from traditional Robotics technologies, innovation, socio-economic aspects, but also psychological and philosophical aspects of Human Robot Interaction."
IoT techexpo,https://www.iottechexpo.com/europe/,"Amsterdam, Netherlands",1 October 2018,2 October 2018,"The IoT Tech Expo will showcase the most cutting edge technologies from more than 300 exhibitors and provide insight from over 300 speakers sharing their unparalleled industry knowledge and real-life experiences, in addition to hosting 2 co-located events covering Blockchain and AI..There will be case studies and dedicated tracks covering the entire Internet of Things ecosystem including Smart Transportation & Cities, Developing for the IoT, Connected Industry, IoT in Enterprise, IoT Innovations & Technologies and Data & Security."
Intelligent Robots and Systems (IROS) 2018,https://www.iros2018.org,"Madrid, Spain",1 October 2018,5 October 2018,"The conference will include plenary and short keynote presentations, contributed papers sessions in a mixed oral/interactive format, workshops and tutorials, numerous robotic challenges, exhibition with live demos, and several forums (governmental, industrial, societal, culture & science fiction, and developing countries, among others), as well as entrepreneurship and educational activities. This year theme of the conference is “Towards a Robotic Society” due to the fact that robotics will change our lives in the near future by creating new human-robot relationships which will lead to a new robotic society. This year's theme is focusing on advanced technological innovations (human-robot interaction, humanoids, social robots, autonomous systems, intelligent perception), as well as on societal aspects (legal issues, regulations, robotics ethics, human–robot co-existence, employment)."
Machina Summit AI,http://www.machina-london.com/,"London, UK",3 October 2018,4 October 2018,"Machina Summit AI is a conference that features talks from analysts, end users, and early adopters of AI. The key focus of this summit is to determine how advancements in the field of artificial intelligence, data analytics, and IoT are changing major industries. Hence, participants will include IT directors, business executives and data analysts who want to make use of AI and IoT in their businesses."
Digital Marketing Innovation Summit Sydney,https://theinnovationenterprise.com/summits/digital-marketing-innovation-summit-sydney-2018,"Sydney, Australia",4 October 2018,5 October 2018,"25+ Industry Speakers & 100+ delegates: the Digital Marketing Innovation Summit brings together Australia's leading marketing strategists for 2 days of candid discussion, strategy sharing and networking."
BCS MACHINE INTELLIGENCE COMPETITION,http://www.bcs-sgai.org/micomp/intro.php,"London, UK",5 October 2018,5 October 2018,The thirteenth BCS Machine Intelligence competition for live demonstrations of applications that show 'progress towards machine intelligence'
Artificial Intelligence Conference London,https://conferences.oreilly.com/artificial-intelligence/#ldn,"London, UK",8 October 2018,11 October 2018,"Presented by O’Reilly and Intel AI, the Artificial Intelligence Conference brings together technology and business to explore opportunities in applied AI. Learn about the latest in machine and deep learning—from bots and agents to voice and IoT interfaces—and how to implement AI in real-world projects."
World Summit AI,http://worldsummit.ai/,"Amsterdam, Netherlands",10 October 2018,11 October 2018,"World Summit AI will focus on enterprise, startups, investors and deep technology aspect of AI. This 2-day summit focuses on sharing knowledge, research, new ideas, and innovative solutions to existing problems in the field of AI. There will also be discussions on companies and startups that are shaping the future of AI, industries that are adopting AI, how AI will benefit the society, the ethical aspects of AI and how advancements in technology are pushing the boundaries of AI. Speakers will include notable researchers, scientists, business executives, and professionals from the field of AI."
MINDS MASTERING MACHINES [M³],http://www.mcubed.london,"London, UK",15 October 2018,17 October 2018,"M³ returns to London in 2018 to bring together experts in artificial intelligence, machine learning and data science to help architects, developers and CIOs like you get on the path to a more intelligent future. Once again, our line-up of speakers will take you beyond the hype, showing you how to use the latest tools and frameworks, how to get your team up and running on AI and ML projects, and what the technological and ethical pitfalls are. Along the way, we’ll consider the implications of AI, machine learning, data science and robotics, for society and business."
Nordic Data Science And Machine Learning Summit,http://www.nordicdatasciencesummit.com/,"Stockholm, Sweden",17 October 2018,18 October 2018,"The Nordic Data Science And Machine Learning Summit is a platform that brings together the data science community in the Nordics. While the agenda of the summit is to share new ideas and the latest research on data science and machine learning, there will also be discussions on how to make use of the advancements being made in these field for the benefit of businesses and society. The summit will also feature workshops and provide a chance for attendees to network with each other."
Predictive Analytics World Business London,https://predictiveanalyticsworld.co.uk/,"London, UK",17 October 2018,18 October 2018,"Predictive Analytics World London, the leading vendor-neutral analytics conference. PAW focuses on concrete examples of deployed predictive analytics. Join PAW London to learn exactly how top practitioners deploy predictive analytics, and the business impact it delivers."
Digital Marketing Innovation Summit London,https://theinnovationenterprise.com/summits/digital-marketing-innovation-summit-london-2018,"London, UK",18 October 2018,19 October 2018,"Understanding Customers for Optimal Brand Engagement. 25+ Industry Speakers & 100+ delegates, Digital Marketing Innovation is the most exclusive gathering of leaders in digital marketing and digital media."
Money20/20,https://us.money2020.com/ai-deep-dive,"Las Vegas, USA",21 October 2018,24 October 2018,"Money20/20, in partnership with Feedzai, presents AI Deep Dive. In this special event, we are bringing together the artificial intelligence (AI) thought leaders who are disrupting the way in which consumers and businesses manage, spend and borrow money."
Tableau Conference 2018,https://tc17.tableau.com/tc18,"New Orleans, USA",22 October 2018,25 October 2018,"Tableau Conference is one big data lovefest for our customers, partners, and key stakeholders. It is the best opportunity for you to meet thousands of passionate, like-minded Tableau users, experts, and partners from all over the world. You’ll have unparalleled opportunities to learn, network, and get inspired – plus the fun of celebrating a shared love of data."
ACM International Conference on Information and Knowledge Management (CIKM),http://www.cikm2018.units.it,"Turin, Italy",22 October 2018,26 October 2018,"Our theme for 2018 is ""From Big Data and Big Information to Big Knowledge"". Strategically positioned at the intersection of research on the management of knowledge, information, and data, CIKM is uniquely situated to highlight technologies and insights that materialize the Big Data, Big Information and Big Knowledge vision of the future."
Women in AI Dinner Toronto,https://www.re-work.co/events/women-in-machine-intelligence-dinner-toronto,"Toronto, Canada",23 October 2018,23 October 2018,An evening of discussions & networking around the progress and application of artificial intelligence.
VB Summit 2018,http://vbevents.venturebeat.com/vbsummit2018,"Berkeley, USA",23 October 2018,24 October 2018,"VB Summit is Silicon Valley’s most intimate invitation-only executive event, focusing this year on how execs are using a powerful form of AI & Blockchain and how it is disrupting the technology landscape across the globe."
Discovery Summit USA,https://discoverysummit.jmp/en/home.html/#usa,"Cary, USA",23 October 2018,26 October 2018,"The Discovery Summit Series is the living, breathing version of JMP software: interactive, dynamic, and visual. Each Summit brings together world-renowned thought leaders, JMP experts, and business leaders from many industries to exchange best practices in data exploration, and play with both new and proven statistical techniques."
Predictive Analytics Innovation Summit,https://theinnovationenterprise.com/summits/predictive-analytics-innovation-summit-chicago-2018,"Chicago, USA",24 October 2018,25 October 2018,"With 35+ Industry Speakers & 160+ delegates, the Predictive Analytics Innovation Summit is the largest gathering of business executives at the forefront of predictive analytics initiatives."
Business Intelligence Innovation Summit,https://theinnovationenterprise.com/summits/business-intelligence-innovation-summit-chicago-2018,"Chicago, USA",24 October 2018,25 October 2018,Do you have a passion for translating raw data to actionable insights? Are you looking for ways to advance the power of these insights to help make good business decisions great? Is your company looking for ways to bridge the gap between analytics and outcomes? Then the Business Intelligence Innovation Summit is a must-attend!
Track 1: Deep Learning Summit Toronto,https://www.re-work.co/events/deep-learning-summit-toronto-canada-track1-2018,"Toronto, Canada",25 October 2018,26 October 2018,"The smart artificial intelligence revolution. Explore software that can recognize patterns in digital representations of sounds, images, & data."
Track 2: Deep Learning Summit Toronto,https://www.re-work.co/events/deep-learning-summit-toronto-canada-track2-2018,"Toronto, Canada",25 October 2018,26 October 2018,Exploring deep learning software & applications to transform and optimize business efficiency.
BigSurv 2018,https://www.bigsurv18.org,"Barcelona, Spain",25 October 2018,27 October 2018,Exploring new statistical frontiers at the intersection of survey science and big data.
ISMIS 2018,http://cyprusconferences.org/ismis2018/,"Limassol, Cyprus",29 October 2018,31 October 2018,"The scope of ISMIS is intended to represent a wide range of topics on applying Artificial Intelligence techniques to areas as diverse as decision support, automated deduction, reasoning, knowledge based systems, machine learning, computer vision, robotics, planning, databases, information retrieval, etc. The focus is on research in intelligent systems."
ODSC west,https://odsc.com/california,"San Francisco, USA",31 October 2018,3 November 2018,"Accelerate your data science knowledge, training, and network. All in one event."
Big Data & Analytics Innovation Summit,https://theinnovationenterprise.com/summits/big-data-analytics-innovation-summit-london-2018,"London, UK",31 October 2018,1 November 2018,"The Big Data & Analytics Innovation Summit provides a platform for industry leaders to deliver case studies, expertise and share unique insight into the rapidly emerging movement: the power to forecast the future with today's data. Attend and hear how investment in data offers the opportunity for a smarter, more efficient organisation."
WebSummit,https://websummit.com,"Lisbon, Portugal",5 November 2018,8 November 2018,"Web Summit started as a simple idea in 2010: Let’s connect the technology community with all industries, both old and new. It seemed to resonate. Web Summit has grown to become the “largest technology conference in the world”. No conference has ever grown so large so fast. But we also pride ourselves in organising the “best technology conference on the planet”."
TalkRobot,https://websummit.com/talk-robot,"Lisbon, Portugal",5 November 2018,8 November 2018,"The world’s leading AI and robotics conference, TalkRobot congregates for artificial intelligence, robotics and hardware experts, connecting thousands of leading companies, startups, investors, engineers, roboticists and researchers."
Sports Analytics Innovation Summit,https://theinnovationenterprise.com/summits/sports-analytics-innovation-summit-san-francisco-2018,"San Francisco, USA",8 November 2018,9 November 2018,"The US chapter of this global summit returns to San Francisco in July 2018. Over the years, this summit has championed the use of analytics across the sporting landscape, providing a platform to bring like-minded people together to share industry success and identify analytics innovation."
TDWI Orlando Conference,https://tdwi.org/calendar/2018/conference-orlando.aspx,"Orlando, USA",11 November 2018,16 November 2018,"Look into the future of big data and analytics and end the year strong with TDWI Orlando. An annual fan-favorite, this event presents big data trends, data management at scale, and predictive analytics education so you can implement what’s new and what’s next in the industry."
Big Data LDN,https://bigdataldn.com/,"London, UK",13 November 2018,14 November 2018,"Big Data LDN is a free to attend conference and exhibition where delegates discuss the big questions and share ideas with forward-thinking peers and leading members of the Data community. Hear from 130 expert speakers in 8 technical and business-led conference tracks, including real world use-cases and discuss your business requirements with 100 leading technology vendors and consultants."
Predictive Analytics World Business Berlin,https://predictiveanalyticsworld.de/de/,"Berlin, Germany",13 November 2018,14 November 2018,
AI Summit Cape Town,https://theaisummit.com/#ct,"Cape Town, South Africa",13 November 2018,15 November 2018,
Future Technologies Conference 2018,http://saiconference.com/FTC,"Vancouver, Canada",15 November 2018,16 November 2018,"Join us for FTC 2018, the world's pre-eminent forum for reporting technological breakthroughs in the areas of Computing, Electronics, AI, Robotics, Security & Communications. FTC has emerged as the foremost world-wide gathering of academic researchers, Ph.D. & graduate students, top research think tanks & industry technology developers."
Discovery Summit Japan,https://discoverysummit.jmp/en/home.html/#japan,"Tokyo, Japan",16 November 2018,16 November 2018,"The Discovery Summit Series is the living, breathing version of JMP software: interactive, dynamic, and visual. Each Summit brings together world-renowned thought leaders, JMP experts, and business leaders from many industries to exchange best practices in data exploration, and play with both new and proven statistical techniques."
Big data Spain,https://www.bigdataspain.org,"Madrid, Spain",16 November 2018,17 November 2018,"Big Data Spain is one of the three largest conferences in Europe about Big Data, Artificial Intelligence, Cloud Technologies and Digital Transformation."
Big Data & Analytics Innovation Summit,https://theinnovationenterprise.com/summits/big-data-analytics-innovation-summit-beijing-2018,"Beijing, China",21 November 2018,22 November 2018,"The 5th Annual Big Data & Analytics Innovation Summit Beijing will bring together over 22 industry speakers, 80+ world-leading organizations and 150+ data pioneers across a variety of China and global industries. This exclusive event will provide you with the opportunity to share and develop new strategies, tools and solutions to drive ROI for your data initiatives"
Big Data Analytics,http://www.whitehallmedia.co.uk/bdaq4/,"London, UK",27 November 2018,27 November 2018,"we showcase Big Data use cases and techniques that drive the greatest business value. With an emphasis on real-life implementation of Big Data technologies, this practical business forum will provide bold vision from leading innovators across the data-driven spectrum. Join hundreds of C-suite executives, business strategists, data scientists and analytics professionals to leverage the opportunity to harness your data for competitive advantage."
Robotics Process Automation & AI,https://www.rpaandaisummit.com,"London, UK",26 November 2018,28 November 2018,"The world decision makers in process excellence and shared services will meet in London this November to collaborate on the direction of Robotics Process Automation and Artificial Intelligence, share best practice, and to discover the strategies, tactics and initiatives industry leaders are already implementing for business success."
AI Expo North America 2018,https://gateway.ai-expo.net/north-america-2018/central-grid/register/,"Santa Clara, USA",28 November 2018,29 November 2018,"Our high-level conferences will bring together forward thinking brands, market leaders, AI evangelists and hot start-ups to explore and debate the advancements in Artificial Intelligence, the impacts within the Enterprise & Consumer sectors as well as Development platforms and Digital Transformation opportunities."
The Main Event,http://www.air.events/the-main-event/,"London, UK",30 November 2018,30 November 2018,"The ultimate guide to AI and robotics. A single day combines plenary sessions with conference streams focused on business innovation and optimisation and customer engagement. Plus, AI in Action –interactive demonstrations of AI and robotics applications presented by their creators."
NIPS 2018,https://nips.cc/Conferences/2018,"Montreal, Canada",3 December 2018,8 December 2018,"The Thirty-second Annual Conference on Neural Information Processing Systems (NIPS) is a single-track machine learning and computational neuroscience conference that includes invited talks, demonstrations and oral and poster presentations of refereed papers."
Data Strategy & Insights 2018,https://events.forrester.com/ehome/index.php?eventid=291954,"Orlando, USA",4 December 2018,5 December 2018,"A rolling tide of digital innovation, including AI, IoT and other emerging technologies, promises to radically reinvent longstanding strategic and operational assumptions for many enterprises. Together, these new tools will animate the creation of a new entity — the insights-driven enterprise. And much is at stake: Forrester predicts that this new breed of insights-driven business will steal $1.2 billion in revenue from their competition by 2020."
AI Summit New York,https://theaisummit.com/newyork/,"New York, USA",5 December 2018,6 December 2018,"The AI Summit is the world’s first and largest conference & exhibition to decipher the practical implications of AI for corporate organisations. We showcase the ground-breaking solutions that are transforming business productivity today and will transform organisations in the future. The AI Summit – as the pioneering show in the AI space- is only open to qualified business leaders, not students or the general public; the quality of AI Summit attendees is simply unrivalled."
Machine Learning Innovation Summit,https://theinnovationenterprise.com/summits/machine-learning-summit-dublin-2018,"Dublin, Ireland",7 December 2018,7 December 2018,"Join us at the Machine Learning Innovation Summit as we bring together leaders in the field to discuss the application of machine learning, deep learning, and AI in solving real business problems."
